Escola,Morada,Freguesia,Código Postal,Telefone,Email,Número Agrupamento,Agrupamento,Sede Escola,Número Escolas Agrupadas
"Escola Básica de Torrão, Alcácer do Sal",Lg. de S. Francisco,6,Torrão,265669900,servicos@aetorrao.edu.gov.pt,135343,"Agrupamento de Escolas de Torrão, Alcácer do Sal",Sim,2
"Escola Básica Pedro Nunes, Alcácer do Sal",Bairro do Morgadinho,7580-210,Alcácer do Sal,265612640,eb23.pedronunes@escolas.min-edu.pt,130345,Agrupamento de Escolas de Alcácer do Sal,Não,8
Escola Básica de Alcácer do Sal,Largo da Igreja,São Martinho Asl,7580-551,265649252,eb1.casebres@escolas.min-edu.pt,130345,Agrupamento de Escolas de Alcácer do Sal,Não,8
"Escola Básica de Palma, Alcácer do Sal",Herdade de Palma,7580-325,Alcácer do Sal,265689245,eb1.palma@escolas.min-edu.pt,130345,Agrupamento de Escolas de Alcácer do Sal,Não,8
"Escola Básica de Comporta, Alcácer do Sal",Rua da Escola,Comporta,7580-630,265497077,eb1.comporta@escolas.min-edu.pt,130345,Agrupamento de Escolas de Alcácer do Sal,Não,8
"Escola Básica de Olival Queimado, Alcácer do Sal",Rua da Escola,7580-000,Alcácer do Sal,265612035,eb1.olivalqueimado@escolas.min-edu.pt,130345,Agrupamento de Escolas de Alcácer do Sal,Não,8
"Escola Básica de Casebres, Alcácer do Sal",Largo da Igreja,São Martinho Asl,7580-551,265649252,eb1.casebres@escolas.min-edu.pt,130345,Agrupamento de Escolas de Alcácer do Sal,Não,8
Escola Básica n.º 1 de Alcochete,Avenida da Restauração,2890-012,Alcochete,212348730,eb23s.elreidmanueli@escolas.min-edu.pt,121198,Agrupamento de Escolas de Alcochete,Não,9
"Escola Básica de Passil, Alcochete",Passil,2890-191,Alcochete,212319157,eb1ji.passil@escolas.min-edu.pt,121198,Agrupamento de Escolas de Alcochete,Não,9
"Escola Básica do Samouco, Alcochete",Pç. José Coelho,2890-001,Alcochete,212303188,eb1.samouco@escolas.min-edu.pt,121198,Agrupamento de Escolas de Alcochete,Não,9
Colégio Penas Real,Estrada Real - Sítio da Lagoa Cheia,2890-164,Alcochete,212342474,cl.penasreal@escolas.min-edu.pt,n.a.,n.a.,n.a.,n.a.
Escola Básica n.º 2 de Alcochete,Avenida da Restauração,2890-012,Alcochete,212348730,eb23s.elreidmanueli@escolas.min-edu.pt,121198,Agrupamento de Escolas de Alcochete,Não,9
"Escola Básica da Restauração, Alcochete",Av. da Restauração,2890-012,Alcochete,212342975,eb1ji.restauracao@escolas.min-edu.pt,121198,Agrupamento de Escolas de Alcochete,Não,9
"Escola Básica de São Francisco, Alcochete",Rua da Escola,São Francisco,2890-322,212303330,eb1.sfrancisco@escolas.min-edu.pt,121198,Agrupamento de Escolas de Alcochete,Não,9
"Escola Básica Presidente Maria Emília, Charneca de Caparica, Almada",Rua Francisco Taborda,Charneca Da Caparica,2820-238,-,-,172194,"Agrupamento de Escolas Daniel Sampaio, Almada",Não,7
"Escola Básica de Alembrança, Feijó, Almada",Rua da Alembrança,n.º 65,2814-502,212590912,eb23.alembranca@escolas.min-edu.pt,170951,"Agrupamento de Escolas Romeu Correia, Almada",Não,5
"Escola Básica de Vila Nova da Caparica, Almada",R. Pedro Alvares Cabral,Caparica,2825-000,212945820,eb1.n1.vnovacaparica@escolas.min-edu.pt,170926,"Agrupamento de Escolas da Caparica, Almada",Não,5
"Externato ""O Barquinho""",Rua António Andrade,nº 12,1700-044,218487246,ext.obarquinholisboa@escolas.min-edu.pt,n.a.,n.a.,n.a.,n.a.
"Escola Básica da Cova da Piedade, Almada",Av. da Fundação,n.º 26,2805-151,212768168,eb1.n1.covapiedade@escolas.min-edu.pt,170940,"Agrupamento de Escolas António Gedeão, Almada",Não,6
"Escola Básica n.º 3 de Monte da Caparica, Almada",Rua dos Três Vales- Bairro Fundo de Fomento,Caparica,2829-505,212949700,servicos@aemontecaparica.edu.gov.pt,170227,"Agrupamento de Escolas do Monte da Caparica, Almada",Sim,5
Escola Básica de Almada,R. Francisco Sousa Tavares,2810-224,Almada,212536027,eb1.n1.laranjeiro@escolas.min-edu.pt,172200,"Agrupamento de Escolas Professor Ruy Luís Gomes, Almada",Não,4
"Escola Básica Maria Adelaide Silva, Almada",Rua do Moinho,Caparica,2825-016,212953392,eb1.n3.montecaparica@escolas.min-edu.pt,171839,"Agrupamento de Escolas Miradouro de Alfazina, Almada",Não,2
"Escola Básica da Fonte Santa, Almada",R. Bairro da Figueira,Caparica,2825-000,212955679,eb1.fsantacaparica@escolas.min-edu.pt,170227,"Agrupamento de Escolas do Monte da Caparica, Almada",Não,5
"Escola Básica de Alfeite, Almada",Bairro Social das Forças Armadas,2810-001,Almada,212594563,eb1.n2.alfeite@escolas.min-edu.pt,172200,"Agrupamento de Escolas Professor Ruy Luís Gomes, Almada",Não,4
"Escola Básica Louro Artur, Charneca de Caparica, Almada",Av. Vale Bem,Charneca Da Caparica,2820-210,961381847,eb1ji.ccaparica@escolas.min-edu.pt,172327,"Agrupamento de Escolas Carlos Gargaté, Charneca de Caparica, Almada",Não,3
"Escola Básica n.º 1 da Cova da Piedade, Almada",Av. da Fundação,n.º 26,2805-151,212768168,eb1.n1.covapiedade@escolas.min-edu.pt,170940,"Agrupamento de Escolas António Gedeão, Almada",Não,6
Externato Rainha Santa (Secção),Estrada da Bela Vista,nº 89,Sobreda,212975448,ext.rainhasta@escolas.min-edu.pt,n.a.,n.a.,n.a.,n.a.
"Escola Básica Rogério Ribeiro, Pragal, Almada",Rua dos Três Vales,Caparica,2829-505,212956281,eb1.n2.pragal@escolas.min-edu.pt,170227,"Agrupamento de Escolas do Monte da Caparica, Almada",Não,5
"Externato ""Frei Luís de Sousa""",Praça do Movimento das Forças Armadas,2800-171,Almada,212739190,ext.freiluisdesousa@escolas.min-edu.pt,n.a.,n.a.,n.a.,n.a.
Colégio Campo de Flores,Praça Quinta de São Francisco de Matos - Lazarim,Caparica,2825-159,212946100,ext.campodeflores@escolas.min-edu.pt,n.a.,n.a.,n.a.,n.a.
"Escola Básica do Pragal, Almada",R. Conde D. Henrique,2800-000,Almada,212760786,eb1.n1.pragal@escolas.min-edu.pt,172212,"Agrupamento de Escolas Anselmo de Andrade, Almada",Não,3
"Escola Básica n.º 3 do Laranjeiro, Almada",R. Francisco Sousa Tavares,2810-224,Almada,212536027,eb1.n1.laranjeiro@escolas.min-edu.pt,172200,"Agrupamento de Escolas Professor Ruy Luís Gomes, Almada",Não,4
"Escola Básica de Santa Maria, Charneca de Caparica, Almada",Rua Orlando da Costa - Quinta Santa Maria,Charneca Da Caparica,2820-699,-,-,172327,"Agrupamento de Escolas Carlos Gargaté, Charneca de Caparica, Almada",Não,3
"Escola Básica do Cataventos da Paz, Cacilhas, Almada",R. Irene Lisboa,2800-600,Almada,212746106,eb1.cacilhas@escolas.min-edu.pt,170938,"Agrupamento de Escolas Emídio Navarro, Almada",Não,7
Jardim de Infância A Palmeira,Rua 5 de Outubro - Bairro do Pinheiro Grande,Pinhal Novo,2955-042,212389410,ji.apalmeira@escolas.min-edu.pt,n.a.,n.a.,n.a.,n.a.
Jardim de Infância o Mestre Cuco,Rua Melvin Jones,nº 1,2800-168,212728370,ji.mestrecuco@escolas.min-edu.pt,n.a.,n.a.,n.a.,n.a.
"Escola Básica de Chegadinho, Feijó, Almada",Rua Amadeu Sousa Cardoso,2800-000,Almada,961381846,eb1ji.chegadinho@escolas.min-edu.pt,172406,"Agrupamento de Escolas Francisco Simões, Almada",Não,4
"Escola Básica Elias Garcia, Sobreda, Almada",R. Manuel Parada,Sobreda,2819-505,212947060,servicos@aeegarcia.edu.gov.pt,170215,"Agrupamento de Escolas Elias Garcia, Almada",Sim,3
"Colégio Um, Dó, Li,Tá",R. Teresa Leitão de Barros N 9,Charneca Da Caparica,2820-574,212975484,cl.um@escolas.min-edu.pt,n.a.,n.a.,n.a.,n.a.
"Escola Básica n.º 1 de Alfeite, Almada",Bairro Social das Forças Armadas,2810-001,Almada,212594563,eb1.n2.alfeite@escolas.min-edu.pt,172200,"Agrupamento de Escolas Professor Ruy Luís Gomes, Almada",Não,4
"Escola Básica n.º 1 do Laranjeiro, Almada",R. Francisco Sousa Tavares,2810-224,Almada,212536027,eb1.n1.laranjeiro@escolas.min-edu.pt,172200,"Agrupamento de Escolas Professor Ruy Luís Gomes, Almada",Não,4
"Escola Básica Feliciano Oleiro, Almada",R. Leonel Duarte Ferreira,2800-138,Almada,212741938,eb1.n2.almada@escolas.min-edu.pt,172212,"Agrupamento de Escolas Anselmo de Andrade, Almada",Não,3
"Escola Básica do Miradouro de Alfazina, Monte de Caparica, Almada",Rua do Miradouro de Alfazina,Caparica,2825-015,212945510,servicos@miradouroalfazina.edu.gov.pt,171839,"Agrupamento de Escolas Miradouro de Alfazina, Almada",Sim,2
"Escola Básica Alexandre Castanheira, Laranjeiro, Almada",Terreiro João de Barros,2810-232,Almada,212501789,eb1.n2.laranjeiro@escolas.min-edu.pt,172200,"Agrupamento de Escolas Professor Ruy Luís Gomes, Almada",Não,4
"Escola Básica n.º 1 da Trafaria, Almada",Av. 25 de Abril,Trafaria,2825-893,212906795,eb1.n1.trafaria@escolas.min-edu.pt,170173,"Agrupamento de Escolas da Trafaria, Almada",Não,4
"Escola Básica Maria Rosa Colaço, Feijó, Almada",Rua Mário de Azevedo Gomes,2810-104,Almada,212593832,eb1.n3.feijo@escolas.min-edu.pt,172406,"Agrupamento de Escolas Francisco Simões, Almada",Não,4
"Escola Básica n.º 1 de Monte da Caparica, Almada",Rua dos Três Vales- Bairro Fundo de Fomento,Caparica,2829-505,212949700,servicos@aemontecaparica.edu.gov.pt,170227,"Agrupamento de Escolas do Monte da Caparica, Almada",Sim,5
"Escola Básica n.º 2 da Cova da Piedade, Almada",Av. da Fundação,n.º 26,2805-151,212768168,eb1.n1.covapiedade@escolas.min-edu.pt,170940,"Agrupamento de Escolas António Gedeão, Almada",Não,6
"Escola Básica de Vale Rosal, Vale Fetal, Almada",Praceta José Viana,Charneca Da Caparica,2820-454,212964150,ebi.valerosal@escolas.min-edu.pt,172194,"Agrupamento de Escolas Daniel Sampaio, Almada",Não,7
"Escola Básica n.º 3 da Trafaria, Almada",Av. 25 de Abril,Trafaria,2825-893,212906795,eb1.n1.trafaria@escolas.min-edu.pt,170173,"Agrupamento de Escolas da Trafaria, Almada",Não,4
"Escola Básica de Marco Cabaço, Charneca de Caparica, Almada",R. Sebastião da Gama,Charneca Da Caparica,2820-210,212964120,eb1.marcocabaco@escolas.min-edu.pt,172194,"Agrupamento de Escolas Daniel Sampaio, Almada",Não,7
Externato O Sossego da Mamã,Quinta do Areeiro - Areeiro Caparica - Casas Velhas,Caparica,2825-026,212946230,ext.osossegodamama@escolas.min-edu.pt,n.a.,n.a.,n.a.,n.a.
"Externato ""O Pátio das Andorinhas""",Rua do Interior,43-45,Charneca Da Caparica,212969061,ext.opdasandorinhas@escolas.min-edu.pt,n.a.,n.a.,n.a.,n.a.
"Escola Básica Miquelina Pombo, Almada",R. Dr. Alberto Araújo,Caparica,2825-000,212531408,eb1.n1.valefigueira@escolas.min-edu.pt,170215,"Agrupamento de Escolas Elias Garcia, Almada",Não,3
"Escola Básica n.º 1 do Feijó, Almada",Rua Amadeu Sousa Cardoso,2800-000,Almada,961381846,eb1ji.chegadinho@escolas.min-edu.pt,172406,"Agrupamento de Escolas Francisco Simões, Almada",Não,4
"Escola Básica Cremilde Castro e Norvinda Silva, Almada",Qt. da Corvina,Trafaria,2825-832,212950243,eb1.n2.trafaria@escolas.min-edu.pt,170173,"Agrupamento de Escolas da Trafaria, Almada",Não,4
Colégio do Vale,Rua das Manteigada,38,2910-241,265718488,ovaledospintassilgos@escolas.min-edu.pt,n.a.,n.a.,n.a.,n.a.
"Escola Básica n.º 2 do Feijó, Almada",Rua Amadeu Sousa Cardoso,2800-000,Almada,961381846,eb1ji.chegadinho@escolas.min-edu.pt,172406,"Agrupamento de Escolas Francisco Simões, Almada",Não,4
"Escola Básica n.º 2 da Costa da Caparica, Almada",Praça dos Apóstolos,Costa De Caparica,2825-294,212903142,eb1.n1.costacaparica@escolas.min-edu.pt,170926,"Agrupamento de Escolas da Caparica, Almada",Não,5
"Escola Básica de Vale Flores, Feijó, Almada",Rua Alfredo Simões Pimenta - Feijó,2810-010,Almada,212508720,-,170951,"Agrupamento de Escolas Romeu Correia, Almada",Não,5
"Escola Básica D. António da Costa, Almada",Avenida Professor Egas Moniz,2804-503,Almada,212723600,eb23.dantoniocosta@escolas.min-edu.pt,170938,"Agrupamento de Escolas Emídio Navarro, Almada",Não,7
"Escola Básica n.º 3 da Cova da Piedade, Almada",Av. da Fundação,n.º 26,2805-151,212768168,eb1.n1.covapiedade@escolas.min-edu.pt,170940,"Agrupamento de Escolas António Gedeão, Almada",Não,6
"Escola Básica n.º 2 de Vale de Figueira, Vale Fetal, Almada",Travessa da Escola,Charneca Da Caparica,2820-454,212961540,eb1.n2.valefigueira@escolas.min-edu.pt,172194,"Agrupamento de Escolas Daniel Sampaio, Almada",Não,7
"Escola Básica José Cardoso Pires, Costa da Caparica, Almada",Rua José Gomes Vieira,Qt. do Torrão,Costa De Caparica,212900585,eb1.n2.costacaparica@escolas.min-edu.pt,170926,"Agrupamento de Escolas da Caparica, Almada",Não,5
"Escola Básica Professor José Joaquim Rita Seixas, Barreiro",Rua Prof. Egas Moniz,2830-357,Barreiro,-,-,172352,"Agrupamento de Escolas Alfredo da Silva, Barreiro",Não,2
"Escola Básica de Penalva, Barreiro",Lg. da Igreja,Santo António Da Charneca,2835-591,212131560,eb1.psacharneca@escolas.min-edu.pt,121216,"Agrupamento de Escolas de Santo António, Barreiro",Não,7
Escola Básica n.º 9 do Barreiro,Rua Pilar Del Rio,Azinhaga,2150-006,249957107,eb1.azinhaga@escolas.min-edu.pt,170460,"Agrupamento de Escolas da Golegã, Azinhaga e Pombalinho, Golegã",Não,4
Jardim de Infância O Refúgio dos Fidalguinhos,Rua Futebol Clube Barreirense,1 - Urbanização dos Fidalguinhos,Lavradio,212059850,ji.orefugiodosfidalguinhos@escolas.min-edu.pt,n.a.,n.a.,n.a.,n.a.
"Escola Básica Professora Manuela Fonseca, Barreiro",Avenida D. Afonso Henriques,2830-247,Barreiro,212079343,eb1.n3.barreiro@escolas.min-edu.pt,170148,Agrupamento de Escolas do Barreiro,Não,3
Brincadeiras ao Cubo - Secções I,Rua José Félix Ferreira,n.º 5,2830-222,962610980,-,n.a.,n.a.,n.a.,n.a.
"Escola Básica da Telha Nova, Barreiro",R. Afonso de Albuquerque,2830-177,Barreiro,212152021,eb1.n1.telhanova@escolas.min-edu.pt,120340,"Agrupamento de Escolas de Santo André, Barreiro",Não,4
Escola Básica n.º 6 do Barreiro,Rua Pilar Del Rio,Azinhaga,2150-006,249957107,eb1.azinhaga@escolas.min-edu.pt,170460,"Agrupamento de Escolas da Golegã, Azinhaga e Pombalinho, Golegã",Não,4
"Escola Básica n.º 2 do Lavradio, Barreiro",R. Silva Cristino,Lavradio,2835-450,212045029,eb1.n1.lavradio@escolas.min-edu.pt,171050,"Agrupamento de Escolas de Álvaro Velho, Barreiro",Não,4
"Escola Básica D. Luís de Mendonça Furtado, Barreiro",Rua Ferrer Trindade - Urbanização da Escavadeira,2830-494,Barreiro,212039590,servicos@aebarreiro.edu.gov.pt,170148,Agrupamento de Escolas do Barreiro,Sim,3
"Escola Básica da Quinta Nova da Telha, Alto do Seixalinho, Barreiro",R. Bento da Silva Fernandes,2830-041,Barreiro,212170960,eb23.qtnovatelha@escolas.min-edu.pt,170884,"Agrupamento de Escolas de Casquilhos, Barreiro",Não,5
Colégio Minerva - Espaço D. Manuel de Mello,Praça Paulo VI,n.º 1,2830-018,212075307,secretaria@minerva.pt,n.a.,n.a.,n.a.,n.a.
Externato O Início,Largo Luís de Camões,Nº 49,2830-484,212073237,ext.oinicio@escolas.min-edu.pt,n.a.,n.a.,n.a.,n.a.
"Escola Básica de Palhais, Barreiro",R. Professora Rosa Mª Pinto,Palhais Brr,2830-469,212140289,eb1.ppfarosampinto@escolas.min-edu.pt,170884,"Agrupamento de Escolas de Casquilhos, Barreiro",Não,5
"Escola Básica de Santo António da Charneca, Barreiro",R. 5 - Cidade Sol,Santo António Da Charneca,2835-510,212148157,eb1.n2.sacharneca@escolas.min-edu.pt,121216,"Agrupamento de Escolas de Santo António, Barreiro",Não,7
"Escola Básica de Fidalguinhos, Barreiro",Urbanização dos Fidalguinhos,Lavradio,2835-440,212059870,eb1ji.fidalguinhos@escolas.min-edu.pt,171050,"Agrupamento de Escolas de Álvaro Velho, Barreiro",Não,4
"Escola Básica n.º 1 do Lavradio, Barreiro",R. Silva Cristino,Lavradio,2835-450,212045029,eb1.n1.lavradio@escolas.min-edu.pt,171050,"Agrupamento de Escolas de Álvaro Velho, Barreiro",Não,4
Escola Básica n.º 5 do Barreiro,Rua Pilar Del Rio,Azinhaga,2150-006,249957107,eb1.azinhaga@escolas.min-edu.pt,170460,"Agrupamento de Escolas da Golegã, Azinhaga e Pombalinho, Golegã",Não,4
Colégio O Carinho,Bairro Quinta da Fonte,Lote 34,Lavradio,212167068,-,n.a.,n.a.,n.a.,n.a.
"Escola Básica de Vila Chã, Barreiro",Largo do Rosmaninho,Santo António Da Charneca,2835-762,212155500,eb1.vcsacharneca@escolas.min-edu.pt,121216,"Agrupamento de Escolas de Santo António, Barreiro",Não,7
Escola Básica n.º 8 do Barreiro,Rua Pilar Del Rio,Azinhaga,2150-006,249957107,eb1.azinhaga@escolas.min-edu.pt,170460,"Agrupamento de Escolas da Golegã, Azinhaga e Pombalinho, Golegã",Não,4
"Escola Básica da Cidade Sol, Santo António da Charneca, Barreiro",R. 5 - Cidade Sol,Santo António Da Charneca,2835-510,212148157,eb1.n2.sacharneca@escolas.min-edu.pt,121216,"Agrupamento de Escolas de Santo António, Barreiro",Não,7
Escola Básica do Barreiro,Rua Pilar Del Rio,Azinhaga,2150-006,249957107,eb1.azinhaga@escolas.min-edu.pt,170460,"Agrupamento de Escolas da Golegã, Azinhaga e Pombalinho, Golegã",Não,4
"Escola Básica de Coina, Barreiro",R. Prof. Mª Rita A. Duarte,Coina,2830-417,212105120,eb1.n1.coina@escolas.min-edu.pt,121216,"Agrupamento de Escolas de Santo António, Barreiro",Não,7
"Escola Básica de Ameiras de Cima, Grândola",Ameiras de Cima,7570-000,Grândola,269476267,eb1.ameirascima@escolas.min-edu.pt,130308,Agrupamento de Escolas de Grândola,Não,12
"Escola Básica de Água Derramada, Grândola",Água Derramada,7570-101,Grândola,918688991,eb1.aguaderramada@escolas.min-edu.pt,130308,Agrupamento de Escolas de Grândola,Não,12
Escola Básica de Grândola,Água Derramada,7570-101,Grândola,918688991,eb1.aguaderramada@escolas.min-edu.pt,130308,Agrupamento de Escolas de Grândola,Não,12
"Escola Básica de Aldeia Nova de São Lourenço, Grândola",Canal Caveira,7570-107,Grândola,919315613,eb1.anovaslourenco@escolas.min-edu.pt,130308,Agrupamento de Escolas de Grândola,Não,12
"Escola Básica de Melides, Grândola",Estrada Nacional 261,Melides,7570-611,269908916,eb1.melides@escolas.min-edu.pt,130308,Agrupamento de Escolas de Grândola,Não,12
"Escola Básica de Aldeia do Futuro, Grândola",R. 25 de Abril,7570-165,Grândola,912179514,eb1.aldeiafuturo@escolas.min-edu.pt,130308,Agrupamento de Escolas de Grândola,Não,12
"Escola Básica de Lousal, Grândola",Lousal,Azinh Barros S Mam Sádão,7570-006,269450140,eb1.lousal@escolas.min-edu.pt,130308,Agrupamento de Escolas de Grândola,Não,12
"Escola Básica de Carvalhal, Grândola",Rua do Paul,Carvalhal Gdl,7570-779,265497494,eb1.carvalhalgdl@escolas.min-edu.pt,130308,Agrupamento de Escolas de Grândola,Não,12
"Escola Básica do Rosário, Moita",R. Manuel Luís de Almeida,2860-000,Moita,212807547,eb1.rosariogaio@escolas.min-edu.pt,171300,"Agrupamento de Escolas Fragata do Tejo, Moita",Não,7
"Escola Básica de Barra Cheia, Moita",Estrada Municipal 1020,Alhos Vedros,2860-217,212130576,eb1.barracheia@escolas.min-edu.pt,171300,"Agrupamento de Escolas Fragata do Tejo, Moita",Não,7
"Escola Básica n.º 3 da Baixa da Banheira, Moita",R. Parque Estrela Vermelha,Baixa Da Banheira,2835-144,212023116,eb1.n2.baixabanheira@escolas.min-edu.pt,171220,"Agrupamento de Escolas Mouzinho da Silveira, Moita",Não,5
"Escola Básica de Penteado, Moita",Rua António Aleixo,2860-000,Moita,212382654,eb1.penteado@escolas.min-edu.pt,171311,Agrupamento de Escolas da Moita,Não,9
"Escola Básica n.º 5 da Baixa da Banheira, Moita",R. Parque Estrela Vermelha,Baixa Da Banheira,2835-144,212023116,eb1.n2.baixabanheira@escolas.min-edu.pt,171220,"Agrupamento de Escolas Mouzinho da Silveira, Moita",Não,5
"Escola Básica n.º 1 de Alhos Vedros, Moita",Av. Luís de Camões,Alhos Vedros,2860-267,212895447,eb1.n3.alhosvedros@escolas.min-edu.pt,171013,"Agrupamento de Escolas José Afonso, Moita",Não,4
"Escola Básica n.º 2 de Alhos Vedros, Moita",Av. Luís de Camões,Alhos Vedros,2860-267,212895447,eb1.n3.alhosvedros@escolas.min-edu.pt,171013,"Agrupamento de Escolas José Afonso, Moita",Não,4
"Escola Básica n.º 6 da Baixa da Banheira, Moita",R. Parque Estrela Vermelha,Baixa Da Banheira,2835-144,212023116,eb1.n2.baixabanheira@escolas.min-edu.pt,171220,"Agrupamento de Escolas Mouzinho da Silveira, Moita",Não,5
"Escola Básica n.º 1 de Vale da Amoreira, Moita",Bairro Paixão,Baixa Da Banheira,2835-011,212059280,direcao@aebbva.edu.gov.pt,170902,"Agrupamento de Escolas da Baixa da Banheira, Vale da Amoreira, Moita",Não,4
"Escola Básica de Chão Duro, Moita",R. da Escola Primária,2860-000,Moita,212898422,eb1.chaoduro@escolas.min-edu.pt,171311,Agrupamento de Escolas da Moita,Não,9
Escola Básica da Moita,Rua Professor Doutor Raimundo Mota,2200-024,Abrantes,241371953,eb1.n3.abrantes@escolas.min-edu.pt,170320,Agrupamento de Escolas n.º 1 de Abrantes,Não,10
